Municipio de Quito,@MunicipioQuito,May 28,"Para finalizar el alcalde de Quito, Dr. Jorge Yunda, "
Iván,@cemoralesva,May 27,"Lo confío en los concejales, la mayoría debe estar negociando con Yunda. Ellos no trabajan para la ciudad sino para sus propios intereses. Pero pueden rectificar y salvar a la ciudad de tan nefasto alcalde. Están a tiempo de hacer lo correcto."
Claudia Roura,@ClaudiaRoura,14h,Mañana el Concejo Metropolitano trata los dos pedidos de remoción del #Alcalde Jorge Yunda.
Diario Expreso,@Expresoec,May 27,"Tras semanas de deliberación y análisis, la Comisión de Mesa del Concejo Metropolitano de Quito aprobó los dos pedidos de remoción que pesan contra el alcalde Jorge Yunda."
RTS,@RTSEcuador,1h,Esto en medio de varios enfrentamientos verbales
Iván,@cemoralesva,May 27,"Lo confío en los concejales, la mayoría debe estar negociando con Yunda. Ellos no trabajan para la ciudad sino para sus propios intereses. Pero pueden rectificar y salvar a la ciudad de tan nefasto alcalde. Están a tiempo de hacer lo correcto."
Metro Ecuador,@MetroEcuador,19m,Declaraciones del alcalde Jorge #Yunda previo al inicio de la sesión del Concejo Metropolitano de #Quito. Este miércoles se tramitará las solicitudes de remoción.
Primicias,@Primicias,May 27,El pleno de la Comisión de Mesa del Concejo Metropolitano de Quito aprobó los dos pedidos de remoción en contra del alcalde Jorge Yunda. » http://prim.ec/EXZF30rJ6Tu
ecuadorenvivo,@ecuadorenvivo,2h,"#VIDEO : El Municipio de Quito amanece cercado y con resguardo, ante el anuncio de plantones contra el alcalde, Jorge Yunda, el día en que se decide su permanencia o no en el cargo. Hay dos sesiones previstas para hoy."
Diario Extra,@DiarioExtraEc,59m,ATENCIÓN: El alcalde Jorge Yunda llegó al Municipio y en este momento se instaló la sesión extraordinaria.
▁ ▂ ▄ ▅ ▆ Rene ▆ ▅ ▄ ▂ ▁,@elcritico593,21h,"No estoy a favor de Guarderas pero seguramente él tiene mucho más visión de alcalde que Yunda, eso es seguro!!!"
La Prensa Chimborazo,@LaPrensaInforma,21h,"En total son nueve los #incumplimientos aprobados por la Comisión de Mesa en los dos pedidos de remoción ingresados en contra del alcalde de #Quito, Jorge Yunda. Este miércoles 2 de junio se llevarán a cabo las dos sesiones extraordinarias para conocer."
Javier Larrea,@JavierLarrea10,38m,"Hoy se decide si el Alcalde Yunda sigue o sale, típico momento donde se debe separar la persona del problema, y el problema ha sido su actitud inoperante como Alcalde, ojalá sus allegados en el Concejo no sean mayoría."
BN Periodismo,@BNPeriodismo,32m,"Hoy, los 21 miembros del Concejo de Quito resolverán si el alcalde, Jorge Yunda, se mantiene en el cargo o es removido por alguna de las dos peticiones de ­colectivos ciudadanos. Para la remoción, se necesitan 14 votos. Yunda llegó al Concejo acompañado de sus simpatizantes."
Iván,@cemoralesva,May 27,"Lo confío en los concejales, la mayoría debe estar negociando con Yunda. Ellos no trabajan para la ciudad sino para sus propios intereses. Pero pueden rectificar y salvar a la ciudad de tan nefasto alcalde. Están a tiempo de hacer lo correcto."
Carlos Vera,@CarlosVerareal,May 29,La destitución de Jorge Yunda como Alcalde de Quito es el tema mañana en 
Dr. Alejandro Vanegas,@vanegascortazar,May 30,"Situación de Alcalde Yunda es dramática... sometido a 1 proceso penal, ahora tiene q enfrentar la posibilidad de ser removido del cargo para el q fue elegido en la Capital!!! Si se va Yunda, quién tiene las posibilidades de asumir la alcaldía de Quito?"
Diario Expreso,@Expresoec,May 28,"El Directorio de la Empresa Pública Metropolitana Metro de Quito, en sesión extraordinaria, designó a Rodrigo Torres como el nuevo gerente de la entidad municipal, el cuarto funcionario en ocupar el cargo desde que empezó la gestión del alcalde Jorge Yunda."
El Comercio,@elcomerciocom,May 29,"El alcalde de Quito, Jorge Yunda, está a las puertas de un momento decisivo en su paso por el Municipio. Seis factores lo encaminan a una posible remoción » https://bit.ly/3i4sVTg"
Panas de Jorge Yunda,@PanasJorgeYunda,May 30,"Dos Santos Costa Sideone , hermano de la Toca de Asís que entrega comida a los habitantes de la calle en la ciudad es vacunado con la dosis que le tocaba al Alcalde Yunda, él dice que se vacunará cuando toda la población vulnerable y de primera línea esté vacunada."
Ecuavisa Noticias,@EcuavisaInforma,20h,Caso sobre alcalde Yunda espera Tribunal para audiencia de juzgamiento. https://bit.ly/3ie1ztV
QUITO UNIDO -Remoción 2021-,@QuitoUnido2021,May 31,#REMOCIÓN | Miércoles 2 de Junio
Iván,@cemoralesva,May 27,"Lo confío en los concejales, la mayoría debe estar negociando con Yunda. Ellos no trabajan para la ciudad sino para sus propios intereses. Pero pueden rectificar y salvar a la ciudad de tan nefasto alcalde. Están a tiempo de hacer lo correcto."
Mundo Canal,@MundoCanalEC,4m,A pocas hora de conocer el futuro del alcalde de Quito Jorge Yunda. La decisión está en manos del (Concejo Metropolitano). 
Iván,@cemoralesva,May 27,"Lo confío en los concejales, la mayoría debe estar negociando con Yunda. Ellos no trabajan para la ciudad sino para sus propios intereses. Pero pueden rectificar y salvar a la ciudad de tan nefasto alcalde. Están a tiempo de hacer lo correcto."
Diario Expreso,@Expresoec,1h,Replying to 
EcuadorTV,@EcuadorTV,12m,#EnVivo | Sigue la transmisión del Concejo Metropolitano ▼
Primicias,@Primicias,15m,El Consejo Metropolitano de Quito discute este miércoles 2 de junio dos pedidos de remoción contra el alcalde Jorge Yunda. » http://prim.ec/nBtr50F1aQD
Iván,@cemoralesva,May 27,"Lo confío en los concejales, la mayoría debe estar negociando con Yunda. Ellos no trabajan para la ciudad sino para sus propios intereses. Pero pueden rectificar y salvar a la ciudad de tan nefasto alcalde. Están a tiempo de hacer lo correcto."
Radio La Calle,@radiolacalle,16h,"El posible nuevo alcalde de Quito tiene su ""historial"" político, que es necesario conocer, ahora que se acerca la decisiva reunión del Concejo de la ciudad que analizará la continuidad del alcalde Jorge Yunda. Entérese aquí : https://radiolacalle.com/guarderas-es-la-carta-para-reemplazar-a-yunda/…"
El Universo,@eluniversocom,Jun 1,Pedidos de remoción al alcalde Jorge Yunda; estas son las causales que aprobó la Comisión de Mesa y envió al pleno del Concejo►http://ow.ly/XrEX50EZA9N
El Comercio,@elcomerciocom,1h,"#ATENCIÓN | El futuro del alcalde de Quito, Jorge Yunda, está en las manos del Concejo Metropolitano. Este 2 de junio se decide su suerte » https://bit.ly/3pgGwIS"
Iván,@cemoralesva,May 27,"Lo confío en los concejales, la mayoría debe estar negociando con Yunda. Ellos no trabajan para la ciudad sino para sus propios intereses. Pero pueden rectificar y salvar a la ciudad de tan nefasto alcalde. Están a tiempo de hacer lo correcto."
El Universo,@eluniversocom,43m,Este miércoles se define sobre pedidos de remoción al alcalde Jorge Yunda; son dos sesiones de Concejo y se necesitan 14 de los 21 votos para sacar al funcionario ► http://ow.ly/2SnH50F18im
El Universo,@eluniversocom,32m,Con 14 votos el Concejo podría remover hoy al alcalde Jorge Yunda; primera sesión extraordinaria se instaló ► http://ow.ly/8LTs50F19fU
Patricio Jijon Larco,@PatricioJijonL1,May 31,"YUNDA debe ser destituido por su pésima labor como Alcalde y las crecientes sospechas de manejos inescrupulosos. Si el Concejo Metropolitano no actúa, será cómplice de las andanzas de este sujeto que a mala hora y, favorecido por la dispersión de candidatos, llegó con el 20%. . ."
Iván,@cemoralesva,May 27,"Lo confío en los concejales, la mayoría debe estar negociando con Yunda. Ellos no trabajan para la ciudad sino para sus propios intereses. Pero pueden rectificar y salvar a la ciudad de tan nefasto alcalde. Están a tiempo de hacer lo correcto."
El Comercio,@elcomerciocom,42m,"#ENVIVO | Concejo Metropolitano sesiona para tratar pedidos de remoción contra el alcalde de Quito, Jorge Yunda »  https://bit.ly/3g0VLkR"
Marco Navas,@MarcoAnibal,May 28,Con 14 votos en el Consejo Metropolitano de Quito se destituye al alcalde 
4 Pelagatos,@4pelagatos4,15h,"Yunda: ¿se va o se queda? Carolina Moreno y Jessica Jaramillo, abogada del Frente de Profesionales por la Dignidad de Quito, quienes hicieron un pedido de remoción contra el alcalde de Quito, esta noche junto a alumnos de "
Bernardo Abad,@babadmerchan,May 31,"Siguen los cuestionamientos a la gestión del Alcalde Jorge Yunda, que enfrenta un proceso de remoción que será tramitado por el "
El Comercio,@elcomerciocom,May 27,"#ATENCIÓN | ¡Inédito! Comisión de Mesa aprueba informes sobre pedidos de remoción del alcalde de #Quito, Jorge Yunda. Concejo votará » https://bit.ly/3fsNnvn"
Carlos Vera,@CarlosVerareal,May 27,Alcalde Yunda cada vez más cerca de irse...
Patricio Jijon Larco,@PatricioJijonL1,3h,"Si el Concejo Metropolitano no destituye hoy al impresentable Alcalde Yunda, el pueblo de Quito barrerá con todos !"
Patricia Terán Basso,@PatiTeran,4h,"Hoy se decide el destino de nuestra capital. Si no se logran los votos para la remoción del alcalde Yunda, Quito se levanta. No permitiremos más atracos a los ciudadanos con tantas necesidades."
Iván,@cemoralesva,May 27,"Lo confío en los concejales, la mayoría debe estar negociando con Yunda. Ellos no trabajan para la ciudad sino para sus propios intereses. Pero pueden rectificar y salvar a la ciudad de tan nefasto alcalde. Están a tiempo de hacer lo correcto."
Julio Ruiz,@AbJulioRuiz,May 28,Replying to 
Edwinner,@edwinner77,May 31,Replying to 
Antisana Media Online,@AntisanaMedia,May 28,#Quito | Alcalde 
UCSG Televisión,@ucsg_tv,May 28,"#UCSGNoticias | El próximo miércoles, el Concejo Metropolitano de Quito, decidirá sobre la remoción del alcalde de la capital, Jorge Yunda. Informa "
RadioEstilo,@LaRadioEstilo,59m,#Enterate Primer pedido de Mocion para alcalde de #Quito 
Danny Hidalgo,@DhidalgoHidalgo,25m,"La votación de hoy dejará clara la estrategia del correismo, si defienden a Yunda se nos viene convulsión y terrorismo tipo Colombia para la ciudad, necesitan al alcalde para facilitar el caos. Si lo censuran, quieren recuperar votos de Quito para la siguiente elección."
Danny Hidalgo,@DhidalgoHidalgo,2h,Replying to 
Eduardo Yépez,@polo1955ecu,13m,"Igual está pasando con el alcalde Yunda, la prensa mediática lo condenó hace rato, está pasando con usted, no soy abogado, pero esperen que sean juzgados por jueces competentes."
𝙻𝚒𝚗𝚍𝚊 𝙶𝚞𝚊𝚖á𝚗,@lindaguaman,1h,Te leo 
ZoidbergOfi,@ZoidbergOfi,7m,Replying to 
José Olmos,@josolmos,6m,"Se inicia la sesión para tratar la remoción del alcalde de Quito, Jorge Yunda. Se requieren 14 de los 21 votos de los concejales para removerlo. Según los runrunes, habrían 12 votos seguros. Hay 8 correístas que, otra vez, definirían en el tema."
Pablo Villacís,@Minotauro8,4m,#Sondeo
Radio Sonorama,@radiosonorama,21m,"El Concejo Metropolitano de Quito puede “liberarnos de esta administración municipal nefasta” dijo el ex alcalde de la capital, Roque Sevilla, al referirse al proceso de remoción contra Jorge Yunda. "
Cañaveral 96.1 Radio Pública,@canaveral961fm,1m,#CañaveralNoticias | Con 14 votos el Concejo podría remover hoy al alcalde de Quito Jorge Yunda; primera sesión extraordinaria se instaló
WAO,@OCHOAWILO,5m,Replying to 
Rodrigo,@Rodrigo53341048,21m,"Al estilo de ""mama lucha"", el alcalde Yunda busca la ayuda de los comerciantes de los mercados, para que le apoyen y evitar su destitucion. Con su salida, saldran a la luz, mas actos de corrupcion. Fuera Yunda!."
Martin Pallares,@Martinminguchi,34m,"Han sacado de la sesión del Concejo a las barras de los mercados. Y Yunda ya llegó a su despacho, cosa que tiene sorprendidos a muchos en el Concejo porque es conocido que nunca está. ¿Qué estará haciendo?, es la pregunta"
Roberto Sebastián,@BetoSebas7,1m,No me agrada nada el bailarín político que es el alcalde de Quito.
LUIS FERNANDO RUIZ OBANDO,@loboruiz04,47s,"Es una pena que el alcalde #Yunda este en medio de varios procesos de investigación, es una pena porque lo eligió la base popular y defraudó esa confianza. "
ZoidbergOfi,@ZoidbergOfi,7m,Replying to 
Marco Jiron ,@majipa87,3m,Sabes a quienes se les pone grillete? Si a aquellos donde existe riesgo de fuga… ese es nuestro Alcalde… y lo de baby Yunda por Dios el@tráfico de influencias es Innegable! #FueraYunda
FESS,@FESS19579586,14m,https://eluniverso.com/noticias/ecuador/con-14-votos-el-concejo-podria-remover-hoy-al-alcalde-jorge-yunda-primera-sesion-extraordinaria-se-instalo-nota/?utm_source=onesignal&utm_medium=push&utm_campaign=2021-06-02-Con-14-votos-el…
RadioEstilo,@LaRadioEstilo,1h,#Enterate Primer pedido de Mocion para alcalde de #Quito 
Patricia Armijo,@patriciaarmijo6,50s,En el Centro Histórico de Quito ya se encuentran aglomerados los simpatizantes del alcalde Jorge Yunda.
Diario Expreso,@Expresoec,1h,#Atención: Ambiente previo dentro del Concejo del Municipio de #Quito de cara a la sesión que tratará los pedidos de revocatoria del alcalde Jorge Yunda. 
Edison Román,@efar22,May 29,Replying to 
Lolos Lolos,@Lolos2017,May 29,Esperemos que para entonces el alcalde con grillete ya esté fuera . Fuera Yunda fuera .. Y además ya debe empezar a operar Inteligencia Militar .
Jean Cano,@jean_cano,May 31,"Que el PSC pacte con Correa, malo. ¿Que algunos concejales de Quito pacten con el correísmo para sacar a Yunda, bueno?  El pragmatismo extremo es cinismo. Yo no quiero una segunda prefectura. Si hay pactos, que se sepan."
danilo Camacho,@daniloCamacho2,May 31,No se puede tener como alcalde a una persona con grillete acaso eso no es una ofensa para la capital del Ecuador sr periodista Cano aquí no debe haber pactos sino que los concejales deben responder a sus mandantes y el pueblo dice fuera Yunda y punto final
Carlos Chamorro Arturo,@cchamorro17019,May 28,"Por el bien de la ciudad de Quito, y sus habitantes, el “vivísimo” de Yunda, debe ser removido el próximo día miércoles. Nuestra capital no merece un alcalde como este! Solamente la complicidad de los correistas, le permitiría seguir!"
Edgar P Jaramillo S,@jaramilloeps,May 28,La Conision d Mesa del Cabildo de Quito aprobó por UNANIMIDAD dos informes para la REMOCIÓN del alcalde Yunda
NOMBRE,USUARIO,FECHA,MENSAJE
BN Periodismo,@BNPeriodismo,May 28,"La Comisión de Mesa, que revisó los dos pedidos de remoción en contra del alcalde de Quito, aprobó el contenido de ambos informes. Se estima que el próximo 2 de junio, el Concejo Metropolitano decidirá la suerte de Jorge Yunda. Se necesitan 14 de 21 votos para removerlo del cargo"
Radio Elite 99.7 fm,@Radioelite997fm,Jun 1,"Un mes después de que se llamó a juicio al alcalde de Quito, Jorge Yunda, y 13 personas más a quienes se les acusa del delito de peculado por la compra de la Secretaría de Salud de Quito de pruebas PCR, aún no han sido notificados del Tribunal de Juicio."
Justicia Relativa,@JRelativa,May 29,"... salida. Hay que tomar muy en cuenta las ambiciones desmedidas de algunos concejales por ocupar ese puesto y que se han empeñado en serruchar el puesto a Yunda, como su vice alcalde Santiago Guarderas, Luz Elena Coloma y el presentador de televisión Bernardo Abad."
Christian Pintado,@ChristianPinta3,May 31,"Amigos de twitter, ustedes creen que Yunda va a defender a Quito éste 11 de junio que el emponchado de "
Justicia Relativa,@JRelativa,May 29,"Yunda en la cuerda floja. Seis factores afectaron su imagen: El paro de octubre del 2019, Compra de pruebas covid-19, Chats atribuidos a su hijo, Pérdida de apoyo en el Concejo Metropolitano, Pavimentación, Modelo de Gestión en el Metro de Quito.14 votos pueden definir su..."
